"ID (a)" "Genes (b)" "num (c) " "neg|score (d)" "neg|p-value (e) " "neg|fdr (f)" "neg|rank (g)" "neg|goodsgrna (h)" "neg|lfc (i)" "pos|score (j)" "pos|p-value (k)" "pos|fdr (l)" "pos|rank (m)" "pos|goodsgrna (n)" "pos|lfc (o)"
ENSG00000131634 TMEM204 30 0.33836 0.81665 1 10872 5 0.090884 0.0013456 0.00039599 0.006272 1191 14 0.090884
ENSG00000196123 KIAA0895L 30 0.89056 0.99487 1 17123 5 0.33053 0.0013457 0.00039599 0.006272 1192 19 0.33053
ENSG00000123407 HOXC12 30 0.9263 0.99747 1 17444 6 0.31961 0.0013505 0.00039756 0.006287 1193 17 0.31961
ENSG00000127580 WDR24 30 0.87735 0.99399 1 16997 7 0.28983 0.0013509 0.00039756 0.006287 1194 18 0.28983
ENSG00000249115 HAUS5 29 0.66203 0.95927 1 15013 9 0.04704 0.0013527 0.00037762 0.006094 1195 8 0.04704
ENSG00000103253 HAGHL 30 0.84321 0.99121 1 16709 3 0.27946 0.0013556 0.00040071 0.006305 1196 19 0.27946
ENSG00000023228 NDUFS1 30 0.5828 0.94147 1 14183 7 0.182 0.0013563 0.00040071 0.006305 1197 14 0.182
ENSG00000154473 BUB3 30 0.24973 0.73283 1 9335 11 -0.044042 0.0013581 0.00040071 0.006305 1198 13 -0.044042
ENSG00000198812 LRRC10 30 0.94197 0.99804 1 17598 5 0.32327 0.0013587 0.00040071 0.006305 1199 17 0.32327
ENSG00000158428 CATIP 30 0.9881 0.99974 1 18118 4 0.24338 0.001362 0.00040071 0.006305 1200 18 0.24338
ENSG00000095787 WAC 30 0.69906 0.96843 1 15367 2 0.38888 0.0013687 0.00040124 0.006305 1201 19 0.38888
ENSG00000182208 MOB2 30 0.95253 0.99846 1 17716 4 0.17697 0.0013695 0.00040124 0.006305 1202 14 0.17697
ENSG00000108654 DDX5 30 0.65529 0.95873 1 14940 8 0.30559 0.0013749 0.00040176 0.006305 1203 19 0.30559
ENSG00000156738 MS4A1 30 0.35747 0.83081 1 11155 5 0.32807 0.001377 0.00040281 0.006317 1204 18 0.32807
ENSG00000127564 PKMYT1 30 0.61202 0.94973 1 14509 6 0.20553 0.001385 0.00040333 0.006317 1205 13 0.20553
ENSG00000162636 FAM102B 30 0.46633 0.89504 1 12701 8 0.30858 0.001388 0.00040491 0.006329 1206 17 0.30858
ENSG00000167985 SDHAF2 30 0.35806 0.83206 1 11166 6 0.39707 0.0013905 0.00040543 0.006332 1207 18 0.39707
ENSG00000179632 MAF1 30 0.95906 0.99874 1 17785 5 0.25485 0.0013934 0.00040806 0.006367 1208 16 0.25485
ENSG00000105227 PRX 30 0.58083 0.94075 1 14157 8 0.13307 0.0013971 0.00041121 0.006401 1209 12 0.13307
ENSG00000068831 RASGRP2 30 0.53053 0.92305 1 13492 5 0.28253 0.0013975 0.00041121 0.006401 1210 18 0.28253
ENSG00000122545 Sep-07 30 0.78512 0.98394 1 16146 5 0.34387 0.0013983 0.00041173 0.006401 1211 16 0.34387
ENSG00000148331 ASB6 30 0.8175 0.98812 1 16469 7 0.40195 0.0014033 0.00041226 0.006401 1212 16 0.40195
ENSG00000163440 PDCL2 30 0.97451 0.99932 1 17953 3 0.41827 0.0014046 0.00041226 0.006401 1213 18 0.41827
ENSG00000163931 TKT 30 0.81305 0.98753 1 16433 4 0.36335 0.0014047 0.00041226 0.006401 1214 18 0.36335
ENSG00000157106 SMG1 30 0.58617 0.94281 1 14222 9 0.30519 0.0014099 0.00041278 0.006404 1215 16 0.30519
ENSG00000089486 CDIP1 24 0.39863 0.83654 1 11811 6 0.17149 0.0014182 0.00043587 0.006637 1216 10 0.17149
ENSG00000242950 ERVW-1 30 0.88163 0.99424 1 17034 4 0.30149 0.0014208 0.00041908 0.006496 1217 18 0.30149
ENSG00000140694 PARN 30 0.98865 0.99976 1 18126 5 0.16418 0.0014251 0.0004217 0.006532 1218 14 0.16418
ENSG00000143384 MCL1 27 0.29695 0.77354 1 10224 10 0.14114 0.0014293 0.00040386 0.006317 1219 9 0.14114
ENSG00000142937 RPS8 27 0.50407 0.90516 1 13167 9 0.037568 0.0014334 0.00040386 0.006317 1220 10 0.037568
ENSG00000170581 STAT2 30 0.033981 0.24536 1 3624 9 0.20182 0.0014338 0.00042223 0.006534 1221 15 0.20182
ENSG00000102032 RENBP 28 0.07745 0.39351 1 5223 13 -0.057506 0.0014339 0.00042275 0.006537 1222 9 -0.057506
ENSG00000265681 RPL17 18 0.55012 0.8908 1 13770 5 0.5542 0.0014432 0.00055239 0.007765 1223 9 0.5542
ENSG00000197694 SPTAN1 30 0.8348 0.99027 1 16640 6 0.26297 0.0014448 0.00042433 0.006537 1224 18 0.26297
ENSG00000086504 MRPL28 30 0.88018 0.99414 1 17023 5 -0.10782 0.0014475 0.00042433 0.006537 1225 7 -0.10782
ENSG00000135914 HTR2B 30 0.54716 0.92967 1 13723 4 0.21906 0.0014501 0.00042433 0.006537 1226 19 0.21906
ENSG00000122707 RECK 30 0.96764 0.99911 1 17886 3 0.32354 0.0014512 0.00042433 0.006537 1227 18 0.32354
ENSG00000187634 SAMD11 30 0.80621 0.98665 1 16358 6 0.31161 0.0014514 0.00042485 0.006537 1228 19 0.31161
ENSG00000141627 DYM 30 0.80722 0.98678 1 16371 4 0.21257 0.0014518 0.00042485 0.006537 1229 19 0.21257
ENSG00000100344 PNPLA3 30 0.050226 0.31528 1 4303 8 0.0044109 0.001456 0.00042538 0.00654 1230 11 0.0044109
ENSG00000184471 C1QTNF8 30 0.68954 0.96602 1 15282 9 0.27829 0.0014588 0.00042643 0.006551 1231 18 0.27829
ENSG00000138767 CNOT6L 30 0.98034 0.9995 1 18009 3 0.26971 0.0014759 0.00043063 0.006599 1232 15 0.26971
ENSG00000167671 UBXN6 30 0.94236 0.99806 1 17607 6 0.16542 0.0014817 0.00043063 0.006599 1233 15 0.16542
ENSG00000189283 FHIT 30 0.43973 0.88454 1 12385 8 0.030135 0.0014875 0.00043168 0.00661 1234 14 0.030135
ENSG00000196407 THEM5 30 0.59185 0.94442 1 14302 4 0.21496 0.0014887 0.0004322 0.006613 1235 19 0.21496
ENSG00000150628 SPATA4 26 0.82779 0.98767 1 16564 5 0.31747 0.0014916 0.00044165 0.006703 1236 17 0.31747
ENSG00000187837 HIST1H1C 30 0.74863 0.97872 1 15823 3 0.35851 0.0014926 0.00043378 0.006629 1237 17 0.35851
ENSG00000146555 SDK1 24 0.99998 1 1 18432 0 0.29972 0.0014994 0.00046422 0.006928 1238 16 0.29972
ENSG00000214376 VSTM5 30 0.44874 0.88874 1 12483 8 0.33332 0.0015007 0.0004343 0.006629 1239 19 0.33332
ENSG00000205937 RNPS1 30 0.19342 0.66763 1 8186 9 0.38043 0.0015042 0.0004343 0.006629 1240 16 0.38043
ENSG00000123360 PDE1B 30 0.74402 0.97814 1 15801 7 0.027684 0.0015089 0.00043482 0.006631 1241 10 0.027684
ENSG00000114742 WDR48 30 0.99686 0.99993 1 18283 3 0.3795 0.0015131 0.00043535 0.006634 1242 18 0.3795
ENSG00000142507 PSMB6 30 0.642 0.95603 1 14799 5 0.46628 0.0015247 0.0004385 0.006668 1243 18 0.46628
ENSG00000172889 EGFL7 26 0.056969 0.31845 1 4529 8 0.30912 0.0015248 0.000449 0.006773 1244 14 0.30912
ENSG00000129084 PSMA1 30 0.082908 0.4182 1 5434 11 0.047383 0.0015283 0.00043902 0.006668 1245 10 0.047383
ENSG00000174990 CA5A 30 0.95301 0.99848 1 17722 5 0.11886 0.0015294 0.00043902 0.006668 1246 14 0.11886
ENSG00000103528 SYT17 30 0.99059 0.99981 1 18163 4 0.28394 0.0015583 0.00044742 0.006769 1247 18 0.28394
ENSG00000184178 SCFD2 30 0.69763 0.96795 1 15350 4 0.32475 0.0015585 0.00044742 0.006769 1248 17 0.32475
ENSG00000283980 GNG14 30 0.54363 0.92816 1 13674 5 0.30539 0.0015588 0.00044742 0.006769 1249 17 0.30539
ENSG00000101040 ZMYND8 30 0.45648 0.8916 1 12563 10 0.050646 0.0015647 0.000449 0.006773 1250 12 0.050646
ENSG00000118242 MREG 30 0.77048 0.98213 1 15999 6 0.15394 0.0015651 0.000449 0.006773 1251 14 0.15394
ENSG00000188529 SRSF10 30 0.77702 0.98289 1 16054 4 0.34078 0.0015674 0.00044952 0.006773 1252 18 0.34078
ENSG00000140598 EFL1 30 0.50351 0.90862 1 13151 6 0.10985 0.0015676 0.00044952 0.006773 1253 12 0.10985
ENSG00000125826 RBCK1 30 0.20846 0.68504 1 8485 4 0.28298 0.0015705 0.00045005 0.006773 1254 18 0.28298
ENSG00000119523 ALG2 29 0.25704 0.74487 1 9478 10 0.079038 0.0015718 0.000428 0.00657 1255 13 0.079038
ENSG00000167397 VKORC1 30 0.50921 0.911 1 13233 5 0.29725 0.001572 0.00045057 0.006773 1256 18 0.29725
ENSG00000130164 LDLR 30 0.5251 0.9204 1 13427 7 0.33157 0.0015728 0.00045057 0.006773 1257 17 0.33157
ENSG00000105968 H2AFV 30 0.5601 0.93488 1 13895 5 0.21736 0.0015792 0.00045109 0.006775 1258 15 0.21736
ENSG00000102996 MMP15 30 0.94549 0.99816 1 17639 5 0.17397 0.0015838 0.00045162 0.006778 1259 14 0.17397
ENSG00000143079 CTTNBP2NL 30 0.91646 0.99674 1 17350 5 0.40766 0.0015954 0.00045477 0.00682 1260 17 0.40766
ENSG00000157150 TIMP4 30 0.25441 0.73986 1 9432 9 0.11748 0.0016066 0.00045582 0.00683 1261 13 0.11748
ENSG00000099625 CBARP 30 0.38989 0.85231 1 11664 6 0.26583 0.0016214 0.00046002 0.006877 1262 17 0.26583
ENSG00000103274 NUBP1 30 0.21757 0.69665 1 8679 5 0.45208 0.0016218 0.00046002 0.006877 1263 17 0.45208
ENSG00000187726 DNAJB13 30 0.99062 0.99981 1 18165 3 0.36546 0.0016252 0.00046054 0.006879 1264 18 0.36546
ENSG00000170549 IRX1 30 0.25845 0.74394 1 9505 9 0.19892 0.0016328 0.00046579 0.006943 1265 16 0.19892
ENSG00000116815 CD58 30 0.31514 0.80142 1 10511 7 0.27963 0.0016378 0.00046631 0.006943 1266 16 0.27963
ENSG00000114850 SSR3 30 0.961 0.99881 1 17809 5 0.2096 0.0016389 0.00046631 0.006943 1267 15 0.2096
ENSG00000002822 MAD1L1 30 0.50703 0.91027 1 13202 6 0.24499 0.0016413 0.00046684 0.006946 1268 17 0.24499
ENSG00000196155 PLEKHG4 24 0.46243 0.87631 1 12646 3 0.28421 0.0016427 0.0005251 0.007487 1269 13 0.28421
ENSG00000169976 SF3B5 29 0.14324 0.57971 1 7024 12 0.17719 0.0016514 0.00045897 0.006872 1270 14 0.17719
ENSG00000127022 CANX 30 0.82663 0.98935 1 16547 5 0.29467 0.0016578 0.00046894 0.006971 1271 18 0.29467
ENSG00000168071 CCDC88B 30 0.72052 0.97357 1 15585 7 0.055271 0.0016613 0.00046999 0.006976 1272 10 0.055271
ENSG00000186806 VSIG10L 30 0.49866 0.90723 1 13082 7 0.18549 0.0016614 0.00046999 0.006976 1273 15 0.18549
ENSG00000103479 RBL2 30 0.54944 0.93065 1 13763 8 0.27683 0.0016662 0.00047156 0.006994 1274 16 0.27683
ENSG00000124935 SCGB1D2 30 0.97032 0.99921 1 17922 5 0.22325 0.0016734 0.00047314 0.007012 1275 15 0.22325
ENSG00000103319 EEF2K 27 0.82211 0.98688 1 16508 7 0.26111 0.0016738 0.00047471 0.007024 1276 14 0.26111
ENSG00000157193 LRP8 30 0.47959 0.9005 1 12866 6 0.3022 0.001678 0.00047419 0.007022 1277 17 0.3022
ENSG00000274252 GGTLC3 12 0.25363 0.6121 1 9413 3 0.0040246 0.001679 0.00085417 0.01045 1278 4 0.0040246
ENSG00000197162 ZNF785 30 0.62401 0.95236 1 14614 6 0.066837 0.0016843 0.00047839 0.007073 1279 12 0.066837
ENSG00000196475 GK2 30 0.53686 0.92567 1 13578 3 0.19154 0.0017021 0.00048363 0.007139 1280 16 0.19154
ENSG00000181924 COA4 30 0.2371 0.71836 1 9066 8 0.13347 0.0017026 0.00048363 0.007139 1281 14 0.13347
ENSG00000146530 VWDE 30 0.94593 0.99817 1 17641 6 0.28294 0.0017089 0.00048468 0.007143 1282 17 0.28294
ENSG00000241935 HOGA1 30 0.4336 0.88065 1 12294 7 0.17716 0.0017089 0.00048468 0.007143 1283 14 0.17716
ENSG00000215131 C16orf90 30 0.28639 0.77626 1 10025 6 0.25526 0.0017221 0.00048888 0.007196 1284 17 0.25526
ENSG00000142541 RPL13A 25 0.28192 0.74627 1 9939 9 0.21862 0.0017244 0.00052405 0.007478 1285 13 0.21862
ENSG00000157353 FUK 30 0.90968 0.99613 1 17284 7 0.31801 0.0017266 0.00048941 0.007196 1286 18 0.31801
ENSG00000082516 GEMIN5 30 0.94796 0.99824 1 17662 5 0.38933 0.0017282 0.00048941 0.007196 1287 17 0.38933
ENSG00000149798 CDC42EP2 30 0.45707 0.89194 1 12570 9 0.16039 0.0017395 0.00049098 0.007214 1288 15 0.16039
ENSG00000163116 STPG2 30 0.98116 0.99952 1 18018 3 0.29616 0.0017432 0.00049308 0.007233 1289 16 0.29616
ENSG00000187514 PTMA 23 0.80165 0.98022 1 16299 6 -0.055338 0.001748 0.0005802 0.008042 1290 8 -0.055338
ENSG00000110931 CAMKK2 30 0.94378 0.9981 1 17626 5 0.2369 0.001749 0.00049308 0.007233 1291 16 0.2369
ENSG00000164080 RAD54L2 24 0.62541 0.94093 1 14633 3 0.3362 0.0017506 0.00055081 0.007755 1292 15 0.3362
ENSG00000164100 NDST3 30 0.79146 0.98481 1 16198 5 0.17332 0.0017619 0.00049571 0.007266 1293 15 0.17332
ENSG00000111725 PRKAB1 30 0.055721 0.33467 1 4487 12 0.10367 0.0017642 0.00049676 0.007266 1294 11 0.10367
ENSG00000169900 PYDC1 24 0.91911 0.99494 1 17377 3 0.26665 0.0017661 0.00055134 0.007756 1295 13 0.26665
ENSG00000065534 MYLK 30 0.81088 0.98733 1 16412 6 0.32251 0.0017674 0.00049728 0.007266 1296 18 0.32251
ENSG00000167476 JSRP1 30 0.98277 0.99956 1 18041 4 0.2129 0.0017689 0.00049885 0.007266 1297 16 0.2129
ENSG00000172831 CES2 30 0.71427 0.97238 1 15520 5 0.37212 0.0017701 0.00049938 0.007266 1298 17 0.37212
ENSG00000145741 BTF3 30 0.92569 0.99744 1 17438 4 0.072861 0.001773 0.00049938 0.007266 1299 13 0.072861
ENSG00000144161 ZC3H8 30 0.16799 0.63461 1 7594 11 -0.10604 0.0017751 0.00049938 0.007266 1300 13 -0.10604
ENSG00000175877 TMEM270 30 0.27313 0.76254 1 9767 8 0.31911 0.0017778 0.0004999 0.007266 1301 17 0.31911
ENSG00000148296 SURF6 30 0.55951 0.93472 1 13890 10 0.26403 0.0017809 0.0004999 0.007266 1302 17 0.26403
ENSG00000165275 TRMT10B 30 0.17679 0.64837 1 7813 9 0.16497 0.0017828 0.0004999 0.007266 1303 15 0.16497
ENSG00000105610 KLF1 30 0.60513 0.94777 1 14438 9 0.28358 0.0017843 0.0004999 0.007266 1304 15 0.28358
ENSG00000185338 SOCS1 30 0.47927 0.9005 1 12863 5 0.32643 0.0017852 0.0004999 0.007266 1305 18 0.32643
ENSG00000183625 CCR3 30 0.99643 0.99992 1 18268 3 0.3163 0.0017918 0.00050253 0.007287 1306 18 0.3163
ENSG00000077080 ACTL6B 30 0.39473 0.85516 1 11740 7 0.16464 0.0017919 0.00050253 0.007287 1307 15 0.16464
ENSG00000016082 ISL1 30 0.76336 0.98083 1 15945 6 0.19912 0.0017931 0.00050253 0.007287 1308 14 0.19912
ENSG00000103494 RPGRIP1L 30 0.54782 0.92997 1 13735 7 0.3097 0.0017965 0.00050305 0.007289 1309 16 0.3097
ENSG00000171522 PTGER4 30 0.48186 0.9012 1 12885 7 0.28298 0.0017988 0.0005041 0.007293 1310 18 0.28298
ENSG00000175130 MARCKSL1 30 0.58355 0.94147 1 14193 9 0.35776 0.0018157 0.00050883 0.00735 1311 18 0.35776
ENSG00000163636 PSMD6 29 0.5932 0.94173 1 14321 8 0.5643 0.0018179 0.00050358 0.007291 1312 16 0.5643
ENSG00000088682 COQ9 30 0.81078 0.98731 1 16411 7 0.12359 0.0018181 0.00050935 0.007352 1313 14 0.12359
ENSG00000170153 RNF150 30 0.99009 0.9998 1 18154 4 0.30793 0.0018234 0.00051145 0.007371 1314 18 0.30793
ENSG00000159761 C16orf86 30 0.038583 0.26755 1 3844 9 0.010239 0.0018243 0.00051145 0.007371 1315 14 0.010239
ENSG00000165501 LRR1 28 0.26092 0.73665 1 9547 10 -0.084886 0.0018283 0.00053769 0.007621 1316 11 -0.084886
ENSG00000156140 ADAMTS3 30 0.50021 0.90765 1 13109 9 0.23777 0.0018324 0.00051407 0.007403 1317 17 0.23777
ENSG00000141759 TXNL4A 29 0.087689 0.43644 1 5556 13 -0.13087 0.0018351 0.00050515 0.007302 1318 12 -0.13087
ENSG00000103355 PRSS33 30 0.23753 0.7191 1 9075 6 0.29493 0.0018358 0.00051512 0.007413 1319 17 0.29493
ENSG00000122406 RPL5 30 0.83013 0.98974 1 16587 8 0.27846 0.0018379 0.00051565 0.007414 1320 14 0.27846
ENSG00000188322 SBK1 30 0.99927 0.99998 1 18362 3 0.2869 0.0018385 0.00051617 0.007416 1321 16 0.2869
ENSG00000160293 VAV2 30 0.66046 0.95953 1 14999 4 0.26295 0.0018396 0.00051932 0.00745 1322 18 0.26295
ENSG00000166848 TERF2IP 30 0.85799 0.99265 1 16832 4 0.17267 0.0018415 0.00051932 0.00745 1323 15 0.17267
ENSG00000174669 SLC29A2 30 0.081818 0.41627 1 5390 6 0.30296 0.0018633 0.00052247 0.007476 1324 17 0.30296
ENSG00000109685 NSD2 30 0.91584 0.99667 1 17345 6 0.26901 0.0018648 0.000523 0.007476 1325 17 0.26901
ENSG00000106511 MEOX2 30 0.99054 0.99981 1 18160 4 0.34037 0.0018696 0.000523 0.007476 1326 18 0.34037
ENSG00000215045 GRID2IP 30 0.9047 0.99578 1 17247 7 0.30878 0.0018707 0.00052352 0.007476 1327 18 0.30878
ENSG00000185838 GNB1L 30 0.98371 0.99958 1 18055 5 0.29277 0.0018731 0.00052352 0.007476 1328 18 0.29277
ENSG00000188372 ZP3 30 0.71499 0.97245 1 15528 6 0.29995 0.0018732 0.00052352 0.007476 1329 17 0.29995
ENSG00000123349 PFDN5 30 0.74059 0.97756 1 15771 7 0.16556 0.001886 0.00052772 0.007506 1330 14 0.16556
ENSG00000187609 EXD3 30 0.78024 0.98328 1 16091 5 0.18737 0.0018939 0.00052825 0.007506 1331 15 0.18737
ENSG00000130939 UBE4B 30 0.40932 0.86344 1 11959 3 0.21625 0.0018948 0.00052877 0.007506 1332 15 0.21625
ENSG00000011485 PPP5C 30 0.93199 0.9977 1 17495 5 0.35283 0.0018951 0.00052877 0.007506 1333 16 0.35283
ENSG00000189266 PNRC2 30 0.90431 0.99577 1 17239 7 0.13799 0.0019046 0.00052877 0.007506 1334 15 0.13799
ENSG00000169228 RAB24 30 0.40594 0.86179 1 11919 6 0.27745 0.0019059 0.00052877 0.007506 1335 16 0.27745
ENSG00000270617 URGCP-MRPS24 18 0.63797 0.92836 1 14757 3 0.024357 0.0019108 0.0007429 0.009495 1336 8 0.024357
ENSG00000146263 MMS22L 28 0.75294 0.9776 1 15853 8 0.39139 0.0019207 0.00056866 0.007917 1337 15 0.39139
ENSG00000185669 SNAI3 30 0.44008 0.88454 1 12386 9 0.25075 0.0019299 0.00053664 0.007612 1338 16 0.25075
ENSG00000113141 IK 30 0.92297 0.99727 1 17414 7 0.31664 0.0019336 0.00053874 0.007626 1339 17 0.31664
ENSG00000153446 C16orf89 30 0.98874 0.99976 1 18128 5 0.29683 0.001936 0.00053927 0.007626 1340 17 0.29683
ENSG00000185278 ZBTB37 30 0.70828 0.97107 1 15461 8 0.38966 0.0019386 0.00053927 0.007626 1341 16 0.38966
ENSG00000185627 PSMD13 30 0.54062 0.92699 1 13632 6 0.20066 0.0019475 0.00053979 0.007628 1342 13 0.20066
ENSG00000166123 GPT2 30 0.89392 0.9951 1 17148 4 0.2957 0.0019548 0.00054294 0.007667 1343 16 0.2957
ENSG00000087258 GNAO1 24 0.99393 0.99971 1 18209 1 0.33047 0.0019641 0.00064686 0.008692 1344 13 0.33047
ENSG00000266412 NCOA4 30 0.15507 0.60007 1 7298 7 0.24344 0.0019671 0.00054556 0.007692 1345 18 0.24344
ENSG00000110455 ACCS 30 0.99999 1 1 18442 1 0.2798 0.0019673 0.00054556 0.007692 1346 17 0.2798
ENSG00000124766 SOX4 30 0.92309 0.99729 1 17416 7 0.30655 0.001968 0.00054871 0.007731 1347 16 0.30655
ENSG00000113389 NPR3 30 0.88821 0.99471 1 17092 5 0.15066 0.0019844 0.00055554 0.007792 1348 14 0.15066
ENSG00000188352 FOCAD 30 0.9831 0.99956 1 18047 4 0.22638 0.0019868 0.00055554 0.007792 1349 16 0.22638
ENSG00000006194 ZNF263 30 0.27223 0.76 1 9746 12 0.058926 0.0019872 0.00055554 0.007792 1350 15 0.058926
ENSG00000130005 GAMT 30 0.86315 0.99296 1 16878 3 0.23766 0.0019925 0.00056078 0.007845 1351 18 0.23766
ENSG00000062194 GPBP1 30 0.17237 0.64239 1 7702 10 0.053576 0.001994 0.00056131 0.007845 1352 14 0.053576
ENSG00000175267 VWA3A 30 0.94885 0.99829 1 17674 5 0.25174 0.0019972 0.00056131 0.007845 1353 17 0.25174
ENSG00000138769 CDKL2 30 0.98974 0.9998 1 18149 4 0.3308 0.0019973 0.00056131 0.007845 1354 18 0.3308
ENSG00000147669 POLR2K 30 0.50958 0.911 1 13237 6 0.26294 0.0020023 0.00056183 0.007845 1355 13 0.26294
ENSG00000138107 ACTR1A 26 0.18485 0.63174 1 7996 10 0.10771 0.0020043 0.00058125 0.008051 1356 13 0.10771
ENSG00000230453 ANKRD18B 30 0.6749 0.96276 1 15137 7 0.22309 0.0020049 0.00056183 0.007845 1357 15 0.22309
ENSG00000125878 TCF15 30 0.87163 0.99349 1 16947 6 0.25932 0.0020051 0.00056236 0.007847 1358 18 0.25932
ENSG00000162194 LBHD1 30 0.74018 0.97756 1 15767 7 0.25312 0.0020186 0.00056761 0.007908 1359 17 0.25312
ENSG00000179044 EXOC3L1 30 0.96127 0.99882 1 17815 4 0.26471 0.0020193 0.00056761 0.007908 1360 17 0.26471
ENSG00000205923 CEMP1 30 0.90868 0.99606 1 17275 5 0.30521 0.0020228 0.00056918 0.007919 1361 18 0.30521
ENSG00000162391 FAM151A 30 0.54289 0.92789 1 13660 7 0.16205 0.0020292 0.00057076 0.007935 1362 15 0.16205
ENSG00000170748 RBMXL2 30 0.82685 0.98938 1 16552 5 0.30903 0.002031 0.00057128 0.007936 1363 17 0.30903
ENSG00000075399 VPS9D1 30 0.99609 0.99991 1 18259 4 0.24097 0.0020316 0.00057233 0.007945 1364 17 0.24097
ENSG00000110958 PTGES3 30 0.89758 0.99528 1 17186 7 0.3002 0.0020346 0.00057286 0.007946 1365 18 0.3002
ENSG00000138092 CENPO 30 0.40289 0.85923 1 11870 10 0.13452 0.0020403 0.00058388 0.008081 1366 14 0.13452
ENSG00000106688 SLC1A1 30 0.71114 0.97174 1 15485 7 0.31583 0.0020405 0.0005844 0.008083 1367 18 0.31583
ENSG00000072609 CHFR 30 0.91257 0.99643 1 17311 7 0.093172 0.0020421 0.0005865 0.008094 1368 15 0.093172
ENSG00000162664 ZNF326 30 0.6032 0.94731 1 14414 2 0.27933 0.0020446 0.0005865 0.008094 1369 18 0.27933
ENSG00000117724 CENPF 30 0.41921 0.86951 1 12096 4 0.25827 0.0020461 0.0005865 0.008094 1370 15 0.25827
ENSG00000181982 CCDC149 27 0.032949 0.23343 1 3578 9 0.27537 0.0020465 0.0005886 0.008117 1371 16 0.27537
ENSG00000102934 PLLP 30 0.42306 0.87283 1 12154 10 0.16914 0.0020718 0.00058965 0.008125 1372 13 0.16914
ENSG00000034713 GABARAPL2 30 0.64175 0.95597 1 14792 8 0.19819 0.0020752 0.00059123 0.008141 1373 15 0.19819
ENSG00000154511 FAM69A 30 0.93119 0.99766 1 17486 6 0.20066 0.0020796 0.00059175 0.008142 1374 15 0.20066
ENSG00000188732 FAM221A 30 0.94063 0.99798 1 17584 3 0.29219 0.0020932 0.00059437 0.008173 1375 18 0.29219
ENSG00000150471 ADGRL3 30 0.3402 0.81759 1 10900 10 0.26787 0.0021029 0.00059595 0.008182 1376 16 0.26787
ENSG00000163939 PBRM1 30 0.94656 0.99819 1 17647 5 0.29082 0.0021031 0.00059595 0.008182 1377 17 0.29082
ENSG00000140319 SRP14 30 0.62571 0.95261 1 14634 7 0.061666 0.0021041 0.00059647 0.008184 1378 14 0.061666
ENSG00000144231 POLR2D 30 0.37075 0.84129 1 11380 9 0.16153 0.0021045 0.000597 0.008185 1379 14 0.16153
ENSG00000005844 ITGAL 30 0.60728 0.94858 1 14461 5 0.25016 0.0021096 0.00059805 0.008187 1380 16 0.25016
ENSG00000178403 NEUROG2 30 0.68724 0.96544 1 15260 7 0.13951 0.00211 0.00059805 0.008187 1381 14 0.13951
ENSG00000175591 P2RY2 27 0.63561 0.94903 1 14735 3 0.30442 0.0021138 0.00060697 0.008282 1382 16 0.30442
ENSG00000162618 ADGRL4 30 0.32763 0.80917 1 10720 6 0.33153 0.0021164 0.0006033 0.008253 1383 17 0.33153
ENSG00000156171 DRAM2 30 0.67909 0.96396 1 15176 9 0.1132 0.0021183 0.00060382 0.008254 1384 13 0.1132
ENSG00000066136 NFYC 30 0.44876 0.88874 1 12484 9 0.098891 0.0021265 0.0006075 0.008282 1385 14 0.098891
ENSG00000166974 MAPRE2 30 0.79806 0.9856 1 16259 7 0.30016 0.002128 0.0006075 0.008282 1386 17 0.30016
ENSG00000096088 PGC 30 0.27473 0.76466 1 9803 10 -0.015301 0.0021341 0.00060802 0.008282 1387 13 -0.015301
ENSG00000129910 CDH15 30 0.99929 0.99998 1 18365 3 0.2992 0.002135 0.00060802 0.008282 1388 17 0.2992
ENSG00000163376 KBTBD8 30 0.47545 0.8988 1 12821 6 0.084846 0.0021406 0.00061117 0.008308 1389 14 0.084846
ENSG00000267795 SMIM22 30 0.99827 0.99996 1 18318 3 0.22144 0.002144 0.00061117 0.008308 1390 18 0.22144
ENSG00000121022 COPS5 30 0.80571 0.98661 1 16349 7 0.39139 0.00215 0.00061169 0.008308 1391 16 0.39139
ENSG00000070729 CNGB1 30 0.98461 0.99961 1 18065 2 0.32022 0.0021557 0.00061169 0.008308 1392 16 0.32022
ENSG00000198417 MT1F 24 0.44732 0.87067 1 12466 2 0.33997 0.0021577 0.00069829 0.009129 1393 15 0.33997
ENSG00000074842 MYDGF 30 0.54705 0.92958 1 13721 7 0.22819 0.0021665 0.00061484 0.008312 1394 15 0.22819
ENSG00000125967 NECAB3 30 0.37518 0.84352 1 11439 9 0.15052 0.0021667 0.00061484 0.008312 1395 14 0.15052
ENSG00000173227 SYT12 30 0.87846 0.99408 1 17006 6 0.23888 0.0021673 0.00061484 0.008312 1396 16 0.23888
ENSG00000138385 SSB 24 0.81227 0.98279 1 16426 4 0.38841 0.0021676 0.00070301 0.009153 1397 13 0.38841
ENSG00000140955 ADAD2 30 0.83598 0.99048 1 16649 6 0.3085 0.0021694 0.00061537 0.008312 1398 17 0.3085
ENSG00000134809 TIMM10 25 0.95958 0.99824 1 17793 4 0.41467 0.0021706 0.00069042 0.009104 1399 13 0.41467
ENSG00000171159 C9orf16 30 0.49243 0.90566 1 13004 4 0.30624 0.0021735 0.00061537 0.008312 1400 17 0.30624
